rows,text,date,number,type
4,1,0,4,8
27,1,0,1,8
23,1,0,1,4
77,0,1,1,24
6,1,0,2,12
12,1,0,2,4
19,3,0,3,10
21,1,0,2,5
366,0,1,0,1
323,0,1,4,24
77,0,1,1,24
11,1,0,6,17
3,1,0,2,17
70,0,1,2,24
6,2,0,0,14
32,1,0,4,14
23,1,0,2,5
9,1,0,2,12
19,0,0,2,12
47,3,0,1,9
9,1,0,2,9
9,1,0,3,9
2,1,0,54,14
1,1,0,6,16
19,0,0,6,14
6,1,0,1,14
4,1,0,1,16
25,1,0,10,14
2,1,0,2,8
7,1,0,1,9
9,1,0,9,14
2,1,0,12,16
12,0,0,1,14
72,0,0,1,14
22,0,0,2,14
11,1,0,6,14
721,1,0,4,2
4,1,0,4,8
3,2,0,0,4
4,1,0,4,8
4,1,0,0,8
5,1,0,1,8
5,1,0,0,16
7,1,0,0,2
4,1,0,2,16
1,1,0,6,8
5,1,0,2,16
4,1,0,4,14
3,1,0,0,16
54,0,0,0,12
4,1,0,50,2
10,0,0,5,2
4,1,0,4,8
21,0,0,1,14
6,1,0,3,10
4,1,0,0,8
6,1,0,0,9
2,1,0,2,8
31,0,0,0,4
21,1,0,0,1
21,0,0,0,13
18,2,0,1,8
54,0,0,3,14
75,3,1,0,24
10,1,0,1,4
10,1,0,1,4
10,1,0,1,4
1,1,0,12,8
7,1,0,9,8
7,1,0,1,8
1,1,0,6,4
2,1,0,0,4
2,1,0,3,8
11,1,0,0,8
3,1,0,18,4
67,0,0,2,8
4,3,0,0,13
6,1,0,2,8
12,1,0,11,9
30,3,0,2,14
2,1,0,3,16
7,1,0,5,4
7,4,0,0,13
7,1,0,2,20
7,1,0,1,16
5,3,0,2,12
41,1,0,3,14
4,1,0,1,8
6,2,0,0,16
2,1,0,1,8
6,1,0,1,8
105,1,1,2,14
642,0,1,6,24
231,0,1,2,24
55,0,0,3,14
3,2,0,1,11
18,1,0,2,17
4,1,0,4,23
18,1,0,2,17
6,1,0,5,12
6,1,0,5,12
4,1,0,4,23
4,1,0,4,8
280,0,1,1,24
8,5,0,0,13
6,1,0,2,13
55,0,0,3,14
167,0,1,1,24
4,4,0,0,8
5,11,0,0,13
4,1,0,4,8
32,1,0,2,18
5,1,0,2,17
16,1,0,2,13
48,1,0,0,14
4,1,0,4,14
15,1,0,1,14
4,2,0,0,13
4,1,0,4,14
19,4,0,0,13
17,2,0,0,13
4,2,0,0,13
32,1,0,2,18
4,1,0,4,12
15,1,0,1,16
3,4,0,0,13
17,0,0,2,8
3,1,0,3,8
6,1,0,1,4
3,1,0,1,4
2,1,0,2,8
3,1,0,2,8
3,1,0,1,16
11,1,0,1,4
6,1,0,6,10
1,0,1,2,13
4,1,0,2,8
3679,1,0,0,24
4,1,0,4,10
4,1,0,4,14
4,1,0,1,8
7,1,0,3,8
9,1,0,1,4
4,2,0,4,8
3,1,0,1,8
9,3,0,0,13
7,1,0,3,14
13,0,0,3,14
6,1,0,2,17
4,1,0,4,11
1,0,0,51,14
15,1,0,2,8
4,2,0,1,4
6,1,0,1,8
3,1,0,4,16
11,1,0,2,4
6,1,0,2,4
9,10,0,0,13
52,1,0,0,8
4,1,0,4,8
18,0,1,0,14
3,1,0,12,14
4,1,0,4,8
4,1,0,4,16
5,1,0,1,4
3,2,0,2,4
5,1,0,1,8
1,1,0,5,16
1,1,0,5,16
6,1,0,5,9
13,1,0,3,14
9,1,0,6,13
19,1,0,2,8
8,2,0,4,16
4,1,0,5,14
56,0,0,0,14
15,1,0,3,14
29,1,0,2,10
16,1,0,1,4
20,1,0,1,4
4,1,0,4,8
58,1,0,1,1
5,4,0,0,13
7,6,0,0,13
11,1,0,3,8
16,1,0,3,5
13,1,0,1,14
341,1,0,0,14
50,1,0,2,18
3,1,0,1,16
14,1,0,2,4
4,1,0,4,8
5,1,0,2,8
33,1,0,2,18
4,1,0,2,8
4,1,0,4,14
5,1,0,0,14
5,1,0,0,8
82,1,0,1,14
3,1,0,0,13
3679,0,1,0,24
80,2,0,7,13
7,1,0,1,8
192,0,1,1,24
271,0,1,1,24
41,1,0,1,14
4,1,0,4,9
2,1,0,9,8
5,1,0,2,6
11,1,0,2,17
13,1,0,2,14
8,4,0,0,13
13,1,0,4,10
7,1,0,1,16
31,0,0,3,3
54,0,1,4,24
4,1,0,7,10
2,1,0,1,16
54,0,1,4,24
6,1,0,4,8
5,1,0,2,8
5,1,0,2,8
48,0,1,3,24
393,0,1,2,24
4,1,0,7,10
2,1,0,7,8
2,1,0,7,8
2,1,0,7,8
2,1,0,7,8
101,0,1,1,24
4,1,0,7,16
690,0,1,1,24
697,0,1,1,14
4,1,0,0,16
18,1,0,3,14
9,0,1,3,24
3679,0,1,0,25
7,0,0,5,14
2,7,0,0,10
7,1,0,1,4
36,3,0,3,18
780,0,1,0,24
324,0,1,2,24
36,1,0,2,14
42,2,0,0,4
1,1,0,24,4
331,0,1,1,24
510,0,1,3,24
12,1,0,3,8
12,1,0,2,14
3,1,0,0,12
25,2,0,0,8
3,1,0,0,9
14,1,0,3,14
4,1,0,4,8
1,1,0,5,16
9,1,0,0,6
15,2,0,1,4
8,1,0,1,4
5,1,0,6,16
47,1,0,7,10
47,1,0,2,14
12,1,0,2,1
23,7,0,0,13
5,1,0,0,9
3,1,0,0,9
4,1,1,5,13
6,2,0,2,13
5,1,0,0,6
278,0,1,2,12
8,1,0,2,14
3679,0,1,9,24
24,1,0,2,14
5,2,0,2,4
6,1,0,8,6
9,1,0,2,12
6,1,0,8,8
6,1,0,1,8
3,1,0,1,8
8,1,0,1,8
8,1,0,1,8
4,1,0,1,4
4,1,0,1,16
5,1,0,1,16
11,3,0,0,13
56,0,0,3,14
4,1,0,7,10
55,0,0,3,14
15,1,0,3,14
55,0,0,3,14
55,0,0,3,14
22,2,0,4,13
9,1,0,29,24
7,1,0,0,9
80,2,0,2,14
212,1,0,0,14
50,1,0,3,6
19,1,0,0,14
25,2,0,2,10
287,0,1,2,23
18,1,0,0,14
4,1,0,4,8
4,1,0,2,9
4,1,0,2,9
2,1,0,1,9
10,1,0,1,4
11,1,0,3,1
7,1,0,6,9
2,1,0,3,8
19,4,0,0,13
12,4,0,0,13
78,1,0,2,14
13,2,0,2,4
4,1,0,4,8
36,3,0,0,13
65,2,0,1,14
76,0,0,5,2
4,1,0,4,8
56,1,0,2,18
46,1,0,4,14
10,1,0,0,14
4,1,0,2,4
4,1,0,5,14
10,1,0,1,1
10,1,0,1,1
10,1,0,1,1
8,1,0,1,4
8,1,0,4,13
11,1,0,3,14
56,0,0,12,19
48,0,1,2,23
41,0,1,0,23
31,0,1,0,24
6,1,0,3,8
88,0,1,1,24
5,2,0,0,8
17,1,1,4,24
10,1,0,1,4
4,3,0,0,13
4,3,0,0,9
12,1,0,2,9
10,2,0,2,9
6,1,0,4,10
9,2,0,2,14
65,0,1,5,24
7,2,0,0,9
277,0,1,1,24
54,0,1,4,24
18,1,0,2,17
7,1,0,1,9
54,0,1,4,24
45,4,0,1,13
18,1,0,2,14
8,1,0,2,14
1,1,0,6,8
3,1,0,2,9
55,0,0,3,14
54,0,1,4,12
25,1,0,1,4
1,1,0,1,9
2,1,0,8,10
5,4,0,0,13
5,5,0,0,13
3,1,0,2,10
6,1,0,1,8
14,2,0,3,10
324,0,1,2,24
3,1,0,0,8
63,1,0,2,14
2,1,0,4,8
2,1,0,4,8
168,2,0,0,14
7,1,0,3,4
18,1,0,3,14
4,1,0,3,6
6,1,0,3,8
5,1,0,8,8
11,3,0,0,13
4,4,0,2,8
30,1,0,4,4
2,2,0,0,4
4,1,0,2,6
12,1,0,2,14
14,1,0,3,5
12,1,0,0,14
19,0,0,2,12
23,0,0,5,14
25,0,0,7,14
8,1,0,0,8
8,0,0,4,14
12,1,0,3,6
4,1,0,17,16
39,4,0,0,14
4,1,0,4,13
7,1,0,1,9
76,3,0,1,14
55,0,0,3,14
66,1,0,1,14
103,1,0,1,14
18,1,0,2,3
3,1,0,3,8
7,1,0,1,9
52,1,0,6,18
9,1,0,3,8
10,1,0,2,14
2,1,0,1,11
2,1,0,7,14
1,1,0,3,16
10,1,0,11,14
24,1,0,1,9
7,1,0,1,9
16,1,0,2,13
3,22,0,5,13
10,2,0,3,13
5,1,0,1,8
5,1,0,1,8
5,1,0,1,8
149,1,0,2,18
20,1,0,2,18
44,0,0,3,14
4,1,0,1,16
5,1,0,1,14
282,0,1,6,24
19,1,0,1,14
3,1,0,0,6
29,1,0,0,14
11,1,0,0,14
9,1,0,0,4
12,1,0,0,14
18,4,0,0,13
7,6,0,0,13
25,6,0,0,13
32,2,0,0,13
20,2,0,1,8
19,1,0,1,8
27,1,0,1,8
4,5,0,0,13
6,8,0,0,13
6,3,0,0,13
11,5,0,0,13
10,5,0,0,13
6,2,0,0,13
18,2,0,0,13
9,2,0,0,13
4,1,0,1,8
26,4,0,2,13
8,5,0,0,13
3679,0,1,10,24
26,1,0,2,20
4,2,0,0,13
9,2,0,0,13
16,4,0,0,13
32,1,0,3,8
42,5,0,0,10
6,1,0,5,14
1,1,0,11,8
9,1,0,1,14
4,1,0,17,16
15,3,0,2,10
6,1,0,2,8
6,2,0,0,13
2349,0,1,1,24
8,1,0,4,8
6,2,0,3,2
4,1,0,4,14
5,1,0,0,6
2,1,0,3,10
6,1,0,0,16
6,1,0,2,9
7,1,0,0,9
4,1,0,0,16
3,1,0,3,9
3,1,0,3,9
4,1,0,5,4
2,1,0,3,9
3,1,0,4,14
13,1,0,2,14
2,1,0,2,14
3,1,0,3,9
1,1,0,3,8
11,1,0,2,9
3,1,0,8,14
25,1,0,3,14
6,1,0,0,6
12,1,0,2,9
1,1,0,5,5
10,2,0,0,13
3,8,0,0,13
9,7,0,0,13
3,1,0,3,8
3,1,0,5,8
3,1,0,5,8
3,1,0,4,8
19,3,0,0,13
20,1,0,1,13
50,4,0,0,13
6,11,0,0,13
11,1,0,2,12
4,1,0,4,2
13,1,0,0,17
9,1,0,29,14
41,2,0,0,2
28,0,0,0,10
76,0,1,2,23
52,0,0,4,14
40,0,1,0,23
55,0,0,3,14
3,1,0,2,6
8,5,0,0,13
1,1,0,2,8
22,1,0,1,16
18,1,0,2,17
281,0,1,2,14
26,1,0,0,10
11,1,0,3,9
6,1,0,9,10
13,1,0,2,14
14,2,0,0,13
67,1,0,1,8
67,1,0,1,8
31,2,0,2,8
2,1,0,4,8
5,1,0,3,9
8,1,0,3,14
40,1,0,2,14
40,1,0,2,14
1,1,0,3,4
1,1,0,3,4
1,1,0,3,4
1,1,0,2,4
2,1,0,7,8
2,1,0,7,8
2,1,0,7,8
2,1,0,7,8
2,1,0,7,8
2,1,0,7,8
2,1,0,7,8
2,1,0,7,8
8,1,0,2,8
7,2,0,4,8
25,2,0,2,10
9,2,0,3,10
34,2,0,3,10
4,2,0,3,8
12,1,0,0,8
12,1,0,0,14
18,2,0,0,6
12,1,0,0,8
19,2,0,3,10
2,1,0,2,8
5,0,0,4,8
6,5,0,0,13
7,0,0,3,14
69,0,0,2,1
77,0,1,1,24
167,2,0,2,18
11,1,0,2,12
5,1,0,2,9
1,1,0,19,6
7,0,0,3,9
6,1,0,0,9
144,1,1,0,24
20,1,0,2,14
5,1,0,1,8
2,3,0,0,13
9,1,0,1,4
6,1,0,2,8
20,0,0,15,14
230,0,1,2,24
1,1,0,0,16
11,1,0,3,13
90,0,0,2,18
100,0,0,0,24
4,1,0,4,8
4,1,0,1,13
20,1,0,1,4
5,1,0,6,14
3,1,0,0,9
87,0,1,1,24
7,1,0,2,8
4,1,0,2,14
32,1,0,2,19
11,1,0,1,4
32,1,0,2,18
25,2,0,1,8
32,1,0,2,13
32,1,0,2,18
6,2,0,0,13
19,0,0,2,8
57,1,0,51,14
9,5,0,0,13
7,1,0,1,9
16,1,0,2,13
35,1,0,7,14
11,1,0,1,8
55,0,0,3,15
6,3,0,0,13
7,2,0,0,13
2,3,0,0,13
7,2,0,0,13
6,4,0,0,13
43,0,1,1,19
4,2,0,2,4
16,1,0,1,13
29,0,1,6,24
78,2,0,0,14
3,1,0,0,8
65,2,0,1,14
20,2,0,2,13
98,0,0,2,14
100,0,0,0,8
20,1,0,2,14
20,1,0,2,14
1,1,0,2,4
59,1,0,3,14
7,1,0,1,16
10,2,0,1,16
6,1,0,2,4
6,1,0,3,4
4,2,0,2,4
1,1,0,2,4
4,2,0,3,4
1,1,0,3,4
4,2,0,3,4
21,1,0,1,8
4,2,0,3,4
1,1,0,3,4
1,1,0,3,4
1,1,0,3,4
1,1,0,3,4
10,18,0,1,16
8,8,0,2,14
34,1,0,0,14
56,1,0,1,14
25,1,0,1,14
2,1,0,0,9
8,1,0,2,8
3,1,0,0,9
3,1,0,3,9
26,1,0,2,20
2,1,0,0,8
6,1,0,4,9
5,1,0,0,8
3,1,0,3,1
642,0,1,6,24
167,1,0,2,18
167,2,0,2,18
3,1,0,4,14
7,1,0,1,8
6,1,0,4,14
2,1,0,3,8
3,6,0,0,13
1,1,0,4,16
5,1,0,4,13
5,1,0,1,8
8,1,0,2,9
3,1,0,0,9
2,1,0,2,9
4,1,0,0,8
8,1,0,1,8
5,1,0,0,8
3,1,0,0,14
7,2,0,0,8
6,0,0,0,14
47,0,0,0,14
17,0,0,2,14
12,2,0,1,13
2,1,0,0,16
2,1,0,0,16
2,1,0,0,16
3,1,0,0,6
834,0,1,1,24
36,4,0,0,13
6,3,0,0,13
10,1,0,1,13
2,1,0,1,16
63,0,1,6,24
63,0,1,6,24
12913,0,1,1,22
32,0,1,1,8
10,1,0,2,20
4,1,0,7,10
101,0,0,7,2
132,1,0,5,2
8,1,0,1,8
282,0,1,2,24
812,0,1,1,24
3,1,0,9,8
57,0,1,7,22
20,3,0,0,17
21,1,0,2,17
33,1,0,6,17
18,1,0,2,17
14,2,0,12,10
6,4,0,0,13
17,6,0,0,13
3,1,0,5,14
4,1,0,30,14
12,1,0,4,9
1,0,1,4,22
71,0,1,2,24
8,4,0,0,13
3,2,0,1,11
4,1,0,7,10
7,1,1,5,8
3,1,0,4,18
25,1,0,3,13
7,1,0,1,16
4,1,0,7,10
55,0,0,3,14
7,1,0,1,9
4,1,0,7,10
5,4,0,0,13
7,1,0,1,9
8,4,0,0,13
41,0,0,4,14
1,1,0,4,8
1,1,0,3,16
6,0,0,0,9
6,1,0,0,16
8,1,0,1,8
6,1,0,1,16
62,0,0,16,19
5,1,0,3,9
7,1,0,2,9
53,3,0,0,14
6,1,0,0,14
14,0,0,0,1
8,1,0,55,14
3,1,0,11,14
6,1,0,0,8
7,1,0,0,5
5,1,0,0,8
5,1,0,1,5
5,1,0,1,5
13,0,0,0,14
1,1,0,0,14
14,1,0,1,8
4,1,0,1,5
3,1,0,3,9
2,1,0,4,8
6,1,0,0,9
2,1,0,2,8
1,1,0,7,16
14,0,0,0,14
11,1,0,6,17
12,1,0,3,6
7,1,0,3,16
4,1,0,2,16
5,1,0,1,4
5,1,0,1,16
9,6,0,0,13
35,2,0,1,4
67,2,0,0,14
87,0,1,2,24
6,2,0,1,12
4,1,0,4,13
67,2,0,0,14
12,1,0,2,1
52,0,0,4,14
4,1,0,0,16
4,1,0,4,8
18,4,0,0,13
4,1,0,4,8
11,1,0,2,12
4,1,0,17,16
4,1,0,4,8
4,1,0,3,8
16,1,0,6,12
15,5,0,0,13
6,5,0,0,13
23,4,0,0,13
10,4,0,0,13
5,1,0,1,9
9,4,0,0,13
4,3,0,0,13
65,0,1,2,25
3,3,0,0,13
10,1,0,1,8
3,3,0,0,13
1,1,0,2,8
4,1,0,7,9
10,1,0,1,8
119,0,1,1,8
16,3,0,0,13
3,1,0,2,9
58,0,0,2,14
5,2,0,2,4
3,1,0,4,8
5,1,0,6,8
8,1,0,5,13
4,1,0,11,8
4,1,0,2,4
17,1,0,2,12
10,0,0,2,14
1,1,0,7,8
6,1,0,1,4
7,1,0,4,8
3679,0,1,0,8
58,0,1,2,24
3,1,0,1,4
3,1,0,1,4
6,1,0,1,4
3,1,0,1,4
5,2,0,0,13
8,1,0,3,8
7,0,0,5,14
6,1,0,1,16
324,0,1,2,14
55,0,0,3,14
1,1,0,4,8
1,1,0,4,8
1,1,0,3,16
1,1,0,2,16
3,1,0,2,9
4,1,0,2,9
2,1,0,2,9
1,1,0,2,8
1,1,0,4,8
32,2,0,3,7
1,1,0,4,8
7,6,0,0,13
1,1,0,4,8
2,0,0,2,16
1,1,0,2,8
1,1,0,3,8
14,5,0,0,13
55,0,0,3,14
1,1,0,4,8
1,1,0,3,8
7,1,0,1,9
4,1,0,2,8
1,1,0,4,8
3,1,0,4,9
836,0,1,1,14
5,1,0,2,8
1,1,0,3,8
1,1,0,3,8
1130,2,1,16,13
49,1,0,1,9
7,2,0,0,16
1,1,0,5,8
7,2,0,0,16
4,11,0,1,13
5,1,0,5,14
5,0,0,3,10
5,0,0,3,14
5,0,0,4,14
16,1,0,1,10
5,0,0,6,14
6,0,0,3,14
3,1,0,3,9
2,1,0,0,4
5,1,0,2,13
4,1,0,0,16
41,2,0,0,2
115,0,0,0,14
3,1,0,0,8
1,1,0,6,16
4,1,0,4,8
49,1,0,0,8
5,1,0,7,6
1,1,0,6,4
60,1,0,0,4
24,1,0,0,2
28,2,0,1,4
19,1,0,0,4
2,1,0,0,16
3,2,0,3,9
1,0,0,51,14
1,0,0,51,14
4,1,0,4,8
21,0,0,1,14
12,1,0,2,1
30,4,0,1,6
3,1,0,0,16
5,1,0,0,8
3,1,0,31,14
4,1,0,4,8
8,1,0,5,12
8,3,0,0,13
4,4,0,0,13
4,3,0,0,13
12,4,0,1,13
65,2,0,1,14
4,1,0,5,10
7,3,0,0,13
6,4,0,0,13
5,3,0,0,13
2775,4,0,0,24
4,1,0,4,8
116,0,1,1,24
8,1,0,1,14
5,2,0,0,4
2,1,0,2,13
4,1,0,4,13
3,1,0,5,8
5,1,0,2,8
4,1,0,4,8
75,1,1,1,24
5,9,0,0,13
87,0,1,2,24
1,1,0,5,8
3,2,0,0,13
10,1,0,1,8
204,2,1,1,14
1683,0,1,1,12
11,1,0,0,13
2,1,0,3,9
1,1,0,6,19
7,1,0,1,9
7,1,0,3,4
15,1,0,2,14
33,5,0,0,13
6,1,0,3,12
10,8,0,0,13
9,1,0,5,8
1,1,0,5,8
55,0,0,3,14
60,0,0,5,14
101,0,0,3,14
115,112,0,1,14
7,2,0,2,9
12,1,0,0,18
149,1,0,6,18
7,2,0,1,14
9,1,0,3,6
317,0,1,2,12
41,1,0,2,14
167,1,0,2,18
64,1,0,3,14
27,1,0,2,6
8,1,0,2,14
28,0,0,5,14
22,0,1,2,14
320,0,1,2,24
23,0,0,5,14
10,1,0,4,6
50,0,0,2,14
1,1,0,64,14
38,1,0,1,9
6,1,0,3,10
5,1,0,12,9
74,0,0,2,14
14,1,0,13,14
7,1,0,3,9
9,0,0,37,9
3,1,0,3,10
4,1,0,1,5
10,1,0,1,6
6,1,0,2,8
8,3,0,0,13
5,1,0,1,4
5,2,0,0,13
4,1,0,1,16
7,1,0,1,16
8,1,0,2,8
12,2,0,0,13
4,1,0,4,8
4,1,0,4,8
16,1,0,4,12
7,1,0,2,14
9,1,0,1,4
57,0,1,2,24
279,0,1,1,24
8,1,0,1,4
11,2,0,1,8
4,1,0,4,16
3,3,0,0,13
4,1,0,4,17
1,1,0,6,8
1193,0,1,1,24
8,1,0,1,8
3,1,0,1,16
4,1,0,4,8
49,1,1,0,23
839,0,1,1,24
5,1,0,0,23
32,4,0,8,18
5,0,0,2,8
215,0,0,1,20
167,0,1,1,24
10,1,0,1,16
17,1,0,1,8
4,10,0,0,13
5,1,0,1,10
5,4,0,0,13
10,4,0,0,13
4,1,0,4,23
16,1,0,1,8
5,1,0,0,6
3,2,0,1,11
16,1,0,2,12
26,1,0,0,10
4,3,0,0,13
159,0,1,1,24
120,0,1,0,24
8,3,0,0,13
21,2,0,3,13
6,1,0,2,16
5,1,0,4,16
4,1,0,4,13
5,2,0,0,13
5,1,0,2,16
5,1,0,1,16
60,0,0,3,3
4,2,0,5,14
6,1,0,3,16
188,1,0,0,14
4,1,0,0,8
8,1,0,1,8
3,1,0,2,8
1,1,0,2,8
4,1,0,4,8
2532,2,0,0,14
18,0,1,1,24
4,1,0,2,18
4,1,0,4,13
4,1,0,3,8
5398,0,1,1,24
4,1,0,4,8
2,1,0,2,8
9,1,0,4,20
3679,0,1,0,25
553,1,0,2,16
5,1,0,1,8
8,6,0,0,13
4,1,0,1,8
5,1,0,1,16
642,0,1,6,21
54,1,0,2,12
4,1,0,6,14
12,1,0,2,4
282,0,1,6,24
282,0,1,6,24
41,6,0,3,2
115,0,0,0,14
13,1,0,2,9
15,25,0,0,2
62,0,0,16,12
9,1,0,0,8
9,0,0,6,12
10,1,0,4,6
1,1,0,6,4
1,1,0,4,16
1,1,0,4,16
28,1,0,3,14
64,1,0,1,8
58,0,0,6,20
5,7,0,0,13
11,1,0,0,8
1002,16,0,1,8
47,1,0,2,18
276,1,0,2,14
50,1,0,2,18
41,5,1,2,2
2,1,0,2,9
5,1,0,1,14
23,1,0,1,4
4,1,0,0,8
50,1,0,2,18
38,1,0,2,18
33,1,0,2,18
33,1,0,2,18
33,1,0,2,18
4,1,0,2,8
50,1,0,2,18
24,1,0,0,4
24,1,0,5,14
8,6,0,0,13
22,1,0,5,13
21,1,0,0,6
10,1,0,2,14
22,1,0,2,14
4,1,0,2,8
24,1,0,0,4
4,1,0,0,8
5,1,0,0,16
25,4,0,2,18
8,3,0,0,13
1,1,0,8,4
1,1,0,5,8
13,1,0,2,14
2,1,0,14,11
40,0,1,4,22
1,1,0,10,8
11,1,0,0,8
14,1,0,4,14
8,5,0,1,13
1,1,0,0,4
16,1,0,2,4
7,2,0,0,13
19,3,0,0,13
27,0,0,1,14
35,3,0,0,13
6,2,0,0,13
11,0,1,3,9
18,1,0,3,14
17,1,0,1,4
10,1,0,3,13
6,1,0,1,4
15,1,0,3,14
31,0,0,0,1
4,1,0,4,8
23,1,0,1,4
6,1,0,2,12
6,1,0,2,14
510,0,1,1,24
5,4,0,0,13
7,1,0,2,8
5,1,0,2,8
10,2,0,0,8
13,2,0,0,4
2,7,0,0,10
2,2,0,2,16
4,1,0,1,14
5,3,0,0,13
55,0,0,3,14
32,1,0,2,18
18,1,0,2,17
11,1,0,1,16
21,0,1,5,14
10,2,0,0,13
15,3,0,0,13
7,2,0,3,9
5,1,0,4,9
12,2,0,0,8
1194,0,1,2,24
6,3,0,0,8
7,1,0,1,14
3,2,0,3,9
4006,43,4,6,8
3679,0,1,0,25
4006,43,4,6,24
8,1,0,1,16
21,8,0,0,13
4,1,0,4,13
46,0,0,5,14
7,1,0,0,20
21,1,0,2,10
6,1,0,8,6
4,1,0,0,8
13,1,0,1,9
331,0,1,1,24
331,0,1,2,12
229,0,1,1,8
320,0,1,2,24
8,2,0,9,14
24,1,0,0,13
64,1,0,3,14
9,1,0,4,8
24,2,0,2,2
14,1,0,0,14
6,1,0,1,8
10,1,0,9,10
7,1,0,1,8
7,1,0,1,8
8,1,0,1,8
4,1,0,1,16
10,1,0,1,8
39,1,0,2,14
7,1,0,1,9
4,1,0,7,10
41,2,0,3,19
2,1,0,1,16
7,2,0,1,9
4,1,0,7,10
19,1,0,3,14
55,0,0,3,10
15,1,0,3,14
6,2,0,0,13
7,1,0,1,4
7,2,0,2,9
15,1,0,3,14
7,1,0,1,9
18,1,0,2,17
55,0,0,3,14
55,0,0,3,14
55,0,0,3,14
31,0,1,0,24
4,1,0,7,4
3,2,0,1,16
3,1,0,0,10
9,1,0,1,8
11,1,0,3,5
24,0,1,2,14
29,1,0,1,5
5,1,0,2,5
4,1,0,2,5
29,1,0,2,10
9,1,0,4,10
4,1,0,4,9
16,1,0,2,9
7,1,0,6,14
3,1,0,2,16
2,1,0,2,16
43,1,0,1,5
6,1,0,1,4
23,4,0,0,13
58,0,0,6,20
16,1,0,2,6
2,1,0,2,4
16,1,0,1,14
52,1,0,0,8
71,0,0,3,14
6,1,0,3,6
28,1,0,1,14
7,1,0,2,8
29,1,0,0,12
20,1,0,2,12
15,2,0,2,17
15,2,0,2,17
9,1,0,4,14
15,2,0,1,4
11,0,0,5,14
6,4,0,0,13
5,6,0,0,13
7,1,0,1,9
65,0,1,5,24
7,1,0,1,9
6,1,0,4,2
2,1,0,7,8
2,1,0,7,8
7,1,0,1,8
8530,0,1,9,23
7,1,0,1,4
63,0,1,6,24
2,1,0,1,16
4,1,0,1,12
48,0,1,2,14
7,1,0,1,9
3,1,0,2,4
16,1,0,2,13
101,0,1,1,22
101,0,1,1,21
9,2,0,2,13
56,1,0,2,14
10,1,0,0,14
18,1,0,1,8
11,1,0,4,14
4,1,0,4,14
15,0,0,4,14
56,0,0,5,14
1,1,0,11,8
3,1,0,0,5
1256,0,1,1,24
1,1,0,13,8
3,1,0,0,2
3,1,0,3,9
4,1,0,2,16
22,1,0,2,6
3,1,0,2,5
61,1,0,2,9
11,1,0,1,14
21,1,0,2,5
25,1,0,2,17
24,3,0,1,8
6,2,0,0,13
4,1,0,7,10
7,1,0,1,9
10,1,0,9,14
10,1,0,1,14
67,3,0,4,14
4,1,0,7,10
7,1,0,5,8
6,2,0,3,10
1,1,0,2,8
4,1,0,6,9
54,0,1,4,24
8,4,0,0,13
3,1,0,17,14
6,1,0,2,9
9,1,0,1,16
1,1,0,3,16
1,1,0,3,16
7,1,0,1,9
2,1,0,6,10
7,1,0,1,8
39,3,0,0,13
4,1,0,7,2
12,1,0,2,8
9,1,0,1,16
8,1,0,1,8
4,1,0,1,9
9,1,0,10,14
3,1,0,0,8
1,1,0,2,16
73,0,0,6,14
4,1,0,4,8
20,1,0,2,14
1,1,0,11,6
9,1,0,4,14
56,1,0,3,14
234,0,1,1,8
3,1,0,3,10
19,1,0,3,5
11,1,0,1,8
21,1,0,3,5
6,2,0,1,5
13,1,0,2,8
13,1,0,2,8
5,1,0,3,4
320,0,1,2,24
4,1,0,4,2
32,1,0,2,5
283,0,1,2,12
77,0,1,0,14
9,1,0,0,14
29,1,0,0,14
146,1,1,0,24
4,1,0,2,6
6,1,0,3,9
36,1,0,0,14
6,1,0,2,9
22,2,0,4,13
32,1,0,4,14
4,1,0,4,13
4,1,0,1,8
9,3,0,2,13
278,0,1,1,24
16,1,0,1,14
28,1,0,3,14
36,1,0,1,8
5,1,0,1,8
15,6,0,0,13
8,1,0,0,9
7,1,0,2,14
9,2,0,0,9
10,5,0,0,13
14,0,0,0,12
33,0,0,4,12
13,1,0,2,5
13,1,0,2,5
22,3,0,0,13
5,1,0,2,8
22,1,0,2,5
5,1,0,4,4
21,1,0,1,8
2,1,0,2,16
4,1,0,2,16
16,1,0,1,8
10,1,0,1,1
4,1,0,0,16
6,1,0,4,13
4,1,0,4,13
20,1,0,2,14
77,0,1,4,23
56,0,0,12,19
12,1,0,2,4
12,1,0,3,4
5,1,0,0,8
17,1,0,3,6
31,0,1,0,24
19,3,0,0,13
25,2,0,1,4
3,1,0,1,16
2,0,0,5,14
55,0,0,3,8
10,0,1,1,8
2,1,0,2,9
7,3,0,0,13
4,1,0,4,9
55,0,0,3,14
5,1,0,2,9
16,1,0,2,13
7,1,0,1,9
19,1,1,0,13
2,1,0,8,10
25,1,0,3,13
18,2,0,0,13
40,2,0,3,6
13,2,0,3,10
7,1,0,1,9
22,2,0,0,13
7,1,0,1,8
2,1,0,1,16
10,0,1,1,14
6,1,0,4,8
5326,4,1,5,13
4,1,0,7,8
12,1,0,2,13
65,0,1,1,1
32,1,0,2,18
11,8,0,0,13
7,1,0,1,8
4,1,0,20,14
7,1,0,1,9
4,1,0,7,20
10,3,0,0,13
12,2,0,1,13
5,1,0,2,14
5,1,0,1,8
4,1,0,0,9
149,1,0,6,18
28,1,0,0,10
31,6,0,0,13
